,sentence,year_from,year_to
2489,игра со дете,1953,1953
2490,на ќерка ми,1953,1953
2492,дај ми ги рачињата,1953,1953
2493,здружи ги прстињата,1953,1953
2494,нашата игра да си ја почнеме,1953,1953
2495,стара и проста,1953,1953
2496,но шалава доста,1953,1953
2497,чук чук,1953,1953
2498,кој чука,1953,1953
2499,стојанче,1953,1953
2500,што бара,1953,1953
2501,оганче,1953,1953
2502,влези,1953,1953
2503,земи си,1953,1953
2504,враже таму кученце си скрило,1953,1953
2505,и се смешкаш лукаво ко сребро,1953,1953
2506,и се смееш како изворче,1953,1953
2507,а пак мене зошто сега веднаш,1953,1953
2508,пред портата на срцево,1953,1953
2509,сенка ми застанува,1953,1953
2510,со студни прсти некој тихо тропа,1953,1953
2511,чук чук,1953,1953
2512,кој чука,1953,1953
2513,тагата,1953,1953
2514,влези внатре,1953,1953
2515,јас жалам дека сивило ми паѓа,1953,1953
2516,пепелав плашт,1953,1953
2517,на споменот за твојте дни и игри,1953,1953
2518,о дете мое,1953,1953
2519,нели сум за нив сведок единствен,1953,1953
2520,а правам таква изневера страшна,1953,1953
2521,јас немам сила она да го чувам,1953,1953
2522,што ќе го бараш ти по тајно чувство,1953,1953
2523,што ќе го барам јас со горка жед,1953,1953
2524,о расипник,1953,1953
2525,ти криеш в земи благо сека ноќ,1953,1953
2526,а дента веќе забораваш каде,1953,1953
2527,ко огниште коледарско е умот,1953,1953
2528,взори напуштено,1953,1953
2529,снег го премрежува,1953,1953
2530,жарта пишти и гасне,1953,1953
2531,и јагленче е споменот,1953,1953
2532,па кај е кажи оној блесок прв,1953,1953
2533,на првно запче,1953,1953
2534,и кај е токму каков беше гласот,1953,1953
2535,на она слатко гугање,1953,1953
2536,знам знам,1953,1953
2537,но зошто веднаш појасно ги гледам,1953,1953
2538,во утро пролетно,1953,1953
2539,во дворот наш,1953,1953
2540,двете гугучки на кајсијата,1953,1953
2542,ништо,1953,1953
2543,така,1953,1953
2544,мило ти се смееш како сребро,1953,1953
2545,ти се смееш како изворче,1953,1953
2546,тече смеа во браздичка бистра,1953,1953
2547,по зелени тревки,1953,1953
2548,пее смешна песна,1953,1953
2549,скокотлива игра,1953,1953
2550,за прстињата,1953,1953
2551,на ножињата,1953,1953
2552,малото прсте просенце,1953,1953
2553,а до него бобенце,1953,1953
2554,а до него грозјенце,1953,1953
2555,а до него лешниче,1953,1953
2556,а до него јагодче,1953,1953
2557,врапче да го чапне,1953,1953
2558,шатче да го лапне,1953,1953
2559,ти го криеш лукавото палче,1953,1953
2560,полно скокот полно итрини,1953,1953
2561,оно знае каква радост тогаш,1953,1953
2562,од скинато чорапче да ѕирне,1953,1953
2563,како глувче,1953,1953
2564,ќе го начекам,1953,1953
2565,ти се смееш ѕунливо ко сребро,1953,1953
2566,ти се смееш како изворче,1953,1953
2567,очи очи на моето дете,1953,1953
2568,со вас зборам и се радувам,1953,1953
2569,а со себе се нажалувам,1953,1953
2570,игро проста до животинско,1953,1953
2571,кај е она спокојство на лавот,1953,1953
2572,што го шарат од решетки сенки,1953,1953
2573,но тој има толку широк усмев,1953,1953
2574,мудро смирен поглед,1953,1953
2575,кога својте дечиња ги гледа,1953,1953
2576,со опашот кај му играат,1953,1953
2577,сине мило,1953,1953
2578,ти го славиш твојот голем татко,1953,1953
2579,а јас,1953,1953
2580,кога од некаков израз,1953,1953
2581,по лицето сенка ќе ти мине,1953,1953
2582,трепет што го мислам само мој,1953,1953
2583,се плашам,1953,1953
2584,да не некој миг,1953,1953
2585,некогаш,1953,1953
2586,по исти начин како мене,1953,1953
2587,да преживееш,1953,1953
2588,пред портата од срцево,1953,1953
2589,некој запира,1953,1953
2590,чука,1953,1953
2591,праша,1953,1953
2592,може ли срце лебна трошка,1953,1953
2593,некого да засити,1953,1953
2594,може ли таа ломна стреа,1953,1953
2595,некого да заштити,1953,1953
2597,сине мило,1953,1953
2598,твојот татко глуви битки бие,1953,1953
2599,ти си само негов верен војник,1953,1953
2600,само еден,1953,1953
2601,ти ја следиш неговата сила,1953,1953
2602,ако паднам во дневниот подвиг,1953,1953
2603,ти ќе треба со своето снаже,1953,1953
2604,сине само да се исправиш,1953,1953
2605,зашто дете тоа звучи гордо,1953,1953
2606,за сè мрачно и мачно во светов,1953,1953
2607,имам една насмевка на татко,1953,1953
2608,и со неа понемирен грч,1953,1953
2609,а ти имаш верба ужасна,1953,1953
2610,сине дојди да се гушнеме,1953,1953
2611,не лути се што те стискам толку,1953,1953
2612,во играта секој нешто влага,1953,1953
2613,да се гушне смеење и тага,1953,1953
2615,песните,1955,1955
2616,неук си мислев,1955,1955
2617,pа tие tака,1955,1955
2618,случајно се јавувааt,1955,1955
2619,а сеgа назад pоgледувам,1955,1955
2620,gледам,1955,1955
2621,pа tие ме обврзувааt,1955,1955
2623,везилке кажи како да се роди,1955,1955
2624,проста и строга македонска песна,1955,1955
2625,од ова срце што со себе води,1955,1955
2626,разговор ноќен во тревога бесна,1955,1955
2627,два конца парај од срцето драги,1955,1955
2628,едниот црн е а другиот црвен,1955,1955
2629,едниот буди морничави таги,1955,1955
2630,другиот копнеж и светол и стрвен,1955,1955
2631,па со нив вези еднолична низа,1955,1955
2632,песна од копнеж и песна од мака,1955,1955
2633,ко јас што везам на ленена риза,1955,1955
2634,ракав за бела невестинска рака,1955,1955
2635,судбинско нешто се плело за века,1955,1955
2636,од двете нишки два созвучни збора,1955,1955
2637,едната буди темница што штрека,1955,1955
2638,другата буди вкрвавена зора,1955,1955
2640,везилке крени наведена лика,1955,1955
2641,погледај в небо во претпладне златно,1955,1955
2642,се шари таму и чудесно блика,1955,1955
2643,твојата везба на синото платно,1955,1955
2644,за тебе нема ни вечерен запад,1955,1955
2645,ти морно око на трепетна срна,1955,1955
2646,две бои таму ти горат и капат,1955,1955
2647,две шарки твои црвена и црна,1955,1955
2648,зар не се плашиш од јаркоста нивна,1955,1955
2649,и најмил спомен дека ќе ти згасат,1955,1955
2650,зошто се губиш ти строга ти дивна,1955,1955
2651,дните ти минат прокоби се гласат,1955,1955
2652,и најмил спомен што в душа ми блесна,1955,1955
2653,се гаси од нив ко цвеќе без боја,1955,1955
2654,но ти што ловиш звук на чудна песна,1955,1955
2655,ти си ја кажа судбината своја,1955,1955
2656,нож,1955,1955
2657,за ова срце сегде острат нож,1955,1955
2658,а ножот веќе забоден е внатре,1955,1955
2659,и стига само да се засмеам,1955,1955
2660,ќе сетам веднаш колку длабоко,1955,1955
2661,ме пронижал со колку танки жилки,1955,1955
2662,на остра болка в гради ртил тој,1955,1955
2663,и тогаш реско усетувам дека,1955,1955
2664,сум избран сета невола и тага,1955,1955
2665,и сета ропска потиштеност грда,1955,1955
2666,на еден народ да ја истрадам,1955,1955
2667,молчаливо и тврдо да ја носам,1955,1955
2668,и бележан со некој пален знак,1955,1955
2669,јас треба да ја сетам цената,1955,1955
2670,на секој подвиг што напред нè води,1955,1955
2671,дволичноста на сека победа,1955,1955
2672,о браќа знајте не само од подлост,1955,1955
2673,жабурлива јас страдам што ја газам,1955,1955
2674,а тајна чува мојот мрачен молк,1955,1955
2675,патник,1955,1955
2676,јас суров нервчик еве гаснам веќе,1955,1955
2677,и божем газам на мраморна плоча,1955,1955
2678,црнице збогум подгрбена мајко,1955,1955
2679,го надживе ти својот скрбен син,1955,1955
2680,и вие збогум о петрински лозја,1955,1955
2681,со претчувство на ново трпко вино,1955,1955
2682,но вие штири со кибарни куќи,1955,1955
2683,во кои млачно мусандрите дишат,1955,1955
2684,баздриѓани туѓ меѓу вас сум бил,1955,1955
2685,сум живеел во хмурна меланхолија,1955,1955
2686,ве тревожев ко патник што на полноќ,1955,1955
2687,застанува пред портите да клука,1955,1955
2688,ме гоневте рамнодушни и злобни,1955,1955
2689,а сега дури и гробјето ваши,1955,1955
2690,пак ќе го гонат мојот суров гроб,1955,1955
2691,и вземи туѓ и притеснет ќе бидам,1955,1955
2692,сè дур не дојде едно ново племе,1955,1955
2693,што ќе ме сака и прослаува,1955,1955
2694,снег,1955,1955
2695,завева белиот снег,1955,1955
2696,неколку привични пата,1955,1955
2697,долу пред мојата врата,1955,1955
2698,гинат белокрили јата,1955,1955
2699,тихо во спокој мек,1955,1955
2700,белиот небесен снег,1955,1955
2701,реди еднолична сказна,1955,1955
2702,дека е душава празна,1955,1955
2703,сама пред осуда мразна,1955,1955
2704,кажува белиот снег,1955,1955
2705,шепоти сам си сам,1955,1955
2706,а јас се спремам назад,1955,1955
2707,нозеве пак да газат,1955,1955
2708,патишта што се мразат,1955,1955
2709,до денот што го знам,1955,1955
2710,ѕвезди,1955,1955
2711,думам вие еднаш ми зборевте нешто,1955,1955
2712,но не думам веќе што и како било,1955,1955
2713,и залудно да се присетувам сега,1955,1955
2714,сивило се свило споменот го скрило,1955,1955
2715,думам само беше на полноќ во раец,1955,1955
2716,чкртаа по патот кираџиски коли,1955,1955
2717,и штуркаа ѕвезди еднолично штурци,1955,1955
2718,со глас што се моли за тивнати боли,1955,1955
2719,о ѕвездено небо мислев дека мој е,1955,1955
2720,зборот како тајна што во мене ѕуни,1955,1955
2721,но залудно да се присетувам сега,1955,1955
2722,зошто да ме буни звук на глуви струни,1955,1955
2723,го паметам само тиквешкиот говор,1955,1955
2724,на колари пеши крај чкрипливи коли,1955,1955
2725,само она тивко штуркање во раец,1955,1955
2726,и глас што се моли за далечни боли,1955,1955
2727,ружа,1955,1955
2728,ружо со лисје како меки усни,1955,1955
2729,ти цутена на полјанка те следам,1955,1955
2730,те следам скришно девојченце мое,1955,1955
2731,и само гледам и само те гледам,1955,1955
2732,ружо јас сакам оној румен звук,1955,1955
2733,што во тебе се таи да го слушнам,1955,1955
2734,ружо јас сакам и ќе дојдам вечер,1955,1955
2735,ќе дојдам вечер скришем да те гушнам,1955,1955
2736,заспивање,1955,1955
2737,твоето чудно заспивање,1955,1955
2738,телото уште дури ти гори,1955,1955
2739,твоето радосно заспивање,1955,1955
2740,ме кори ме кори,1955,1955
2741,прости се твоите ноќни сништа,1955,1955
2742,љубов девојчински цела,1955,1955
2743,како да кинеш секоја вечер,1955,1955
2744,од гранка јаболка зрела,1955,1955
2745,но сошто јас да ти вратам,1955,1955
2746,ме стега свирепа жедност,1955,1955
2747,некаков копнеж за тихо прикажување,1955,1955
2748,мрзне во устремена ледност,1955,1955
2749,виј,1955,1955
2750,во свеста како во полноќна црква,1955,1955
2751,те заклучив и свеќи ко што бледат,1955,1955
2752,на гасење ти сега бледиш така,1955,1955
2753,а сите светци похотно те следат,1955,1955
2754,ти тука си заточница за која,1955,1955
2755,јас толку мошни заклинања правам,1955,1955
2756,и еве веќе настапува часот,1955,1955
2757,и сешто гласи дека ќе се јавам,1955,1955
2758,јас идам како оној грозен виј,1955,1955
2759,со сиви очи сиот земја жедна,1955,1955
2760,да страшен сум и дека нежност носам,1955,1955
2761,во тврди грутки затоа си бледна,1955,1955
2762,се ближам како нежен виј но веќе,1955,1955
2763,таинствена си повлекла ти црта,1955,1955
2764,и штом ќе стапам до пределот остро,1955,1955
2765,се руши понор и со карпи чкрта,1955,1955
2766,и сиот жеден песок јас се ронам,1955,1955
2767,во таа пропаст и сè веќе гасам,1955,1955
2768,јас виј во свеста те домамив мошно,1955,1955
2769,но жеден немам сила да те стасам,1955,1955
2770,галеб,1955,1955
2771,ти си но толку далечно млада,1955,1955
2772,ти досудена како мака,1955,1955
2773,од која во себе глуво се страда,1955,1955
2774,ти што ќе страдаш некогаш така,1955,1955
2775,ако и душите да ни се демнат,1955,1955
2776,но нема тие да се сретнат,1955,1955
2777,нема да станат две вити крила,1955,1955
2778,на галеб над море пролетно летнат,1955,1955
2779,нежност,1955,1955
2780,ти само што ми идеш на сон,1955,1955
2781,од денот в предел темномрежен,1955,1955
2782,ти една само можеш да кажеш,1955,1955
2783,колку сум тих и дури нежен,1955,1955
2784,иако сонот ми дал право,1955,1955
2785,да сложам сенка на секо чело,1955,1955
2786,искрено кажи дали сум те,1955,1955
2787,навредил еднаш со какво дело,1955,1955
2788,не силен сепак сум се клонел,1955,1955
2789,на власта своја да се решам,1955,1955
2790,да не би да ме намразиш тајно,1955,1955
2791,да не ми идеш ако ти згрешам,1955,1955
2792,разделба,1955,1955
2793,ми иде да те молам,1955,1955
2794,пристапи како тело,1955,1955
2795,да видам дека си жива,1955,1955
2796,не сенка призрачје бело,1955,1955
2797,но за да станеш чиста,1955,1955
2798,тревожна слика на сонот,1955,1955
2799,сега ме оставаш сам со,1955,1955
2800,прстите што ме ронат,1955,1955
2801,да сфатам оваа делба,1955,1955
2802,вистина открива значи,1955,1955
2803,не било не е стварност,1955,1955
2804,тоа што стварно ме мачи,1955,1955
2805,игранка,1955,1955
2806,неколку млади вити тела,1955,1955
2807,што вредат колку вечност цела,1955,1955
2808,повелба тајно што се слуша,1955,1955
2809,со темен звук се јави в душа,1955,1955
2810,во една кална ноќ ме гони,1955,1955
2811,во која дождот капки рони,1955,1955
2812,во ноќта кална да се скитам,1955,1955
2813,само да итам итам итам,1955,1955
2814,за прослава на крвта млада,1955,1955
2815,да има некој и да страда,1955,1955
2816,кошмар,1955,1955
2817,што тажно да заспиваш сам,1955,1955
2818,по ноќ на желби и трескот,1955,1955
2819,јас таа тага ја знам,1955,1955
2820,и зошто тогаш сиот баран блескот,1955,1955
2821,и сета веселба барана,1955,1955
2822,и зошто повеќе од тоа благост,1955,1955
2823,во погледот и зборот наш,1955,1955
2824,за час макар дочарана,1955,1955
2825,ах зошто зошто,1955,1955
2826,кога се враќаме,1955,1955
2827,ти пак си студна,1955,1955
2828,разочарана,1955,1955
2829,се леди од тебе душава блудна,1955,1955
2830,јас сум груб,1955,1955
2831,јас сум луд,1955,1955
2832,од тој студ,1955,1955
2833,не нејќам јас да биде така,1955,1955
2834,ме дави сува рака,1955,1955
2835,јас страдам дека сум сам,1955,1955
2836,во кошмар дека се губам,1955,1955
2837,а сакам да љубам,1955,1955
2838,сакам да љубам,1955,1955
2839,песна,1955,1955
2840,зошто дојдов сега кај што,1955,1955
2841,сме минеле двата ние,1955,1955
2842,црвен облак в небо запрел,1955,1955
2843,прва сенка в поле паѓа,1955,1955
2844,мирно долу река дише,1955,1955
2845,тивко тивко тивја патот,1955,1955
2846,дална моја јас што сетив,1955,1955
2847,чуден мрачен мир ми дава,1955,1955
2848,ти си како тивка песна,1955,1955
2849,еден само што ја знае,1955,1955
2850,зошто дојдов сега кај што,1955,1955
2851,сме минеле двата ние,1955,1955
2852,тишина,1955,1955
2853,има нешто многу просто,1955,1955
2854,и тоа е тишина,1955,1955
2855,има нешто толку тихо,1955,1955
2856,вишина ах вишина,1955,1955
2857,легни спрема ова небо,1955,1955
2858,тони во височини,1955,1955
2859,склопи очи склопи очи,1955,1955
2860,уморен си почини,1955,1955
2861,сека птица сека птица,1955,1955
2862,ќе го свие крилото,1955,1955
2863,ти си сега толку мирен,1955,1955
2864,сам во зеленилото,1955,1955
2865,зошто уште зошто тоа,1955,1955
2866,секидневно збивање,1955,1955
2867,има нешто многу просто,1955,1955
2868,тоа е заспивање,1955,1955
2869,пролет,1955,1955
2870,се бистри матното око на небото,1955,1955
2871,сончната зеница се присенува,1955,1955
2872,есенската седба на моите желби,1955,1955
2873,под снегот убога зазеленува,1955,1955
2874,тајна,1955,1955
2875,откриј ми една твоја тајна,1955,1955
2876,па макар колку мала и лесна,1955,1955
2877,јас ќе ја кријам во себе гробно,1955,1955
2878,дури не стане песна,1955,1955
2879,врв,1955,1955
2880,еве на врвот се искачив сам,1955,1955
2881,тука не ме следи око ничие,1955,1955
2882,и што јас во себе пак го шепотам,1955,1955
2883,жалосниот сон на своето величие,1955,1955
2884,смеа,1955,1955
2885,ми секна смеата и жеден за неа,1955,1955
2886,в далечина гинам врволица,1955,1955
2887,грлово ми е некако станато,1955,1955
2888,песочна суводолица,1955,1955
2889,жртва,1955,1955
2890,о драги предмети о мили луѓе,1955,1955
2891,си мислам напати дај сè да срушам,1955,1955
2892,но вие велите жртвуј ја младоста,1955,1955
2893,вие ми велите и јас ве слушам,1955,1955
2894,кафез,1955,1955
2895,триесет години и што е сторено,1955,1955
2896,триесет скршени врчки,1955,1955
2897,детето во мене е затворено,1955,1955
2898,во еден кафез од брчки,1955,1955
2899,река,1955,1955
2900,по река нагоре водата шиба,1955,1955
2901,но колку силна е мојава снага,1955,1955
2902,мускулот како ме слуша,1955,1955
2903,низ река надолу сега се спуштам,1955,1955
2904,колку е спокојна колку е блага,1955,1955
2905,и колку плавна е мојава душа,1955,1955
2906,здравица,1955,1955
2907,нашите чаши се целиваат,1955,1955
2908,во нив црвеното вино се смее,1955,1955
2909,другари дали сте и вие искрени,1955,1955
2910,како тој усмев што искресто тлее,1955,1955
2911,јас имам една желба потајница,1955,1955
2912,за неа сега си помислувам,1955,1955
2913,проклето срцево ако ваше не е,1955,1955
2914,од возот,1955,1955
2915,ене го крајот во возбуда сина,1955,1955
2916,таму детинството мое ми мина,1955,1955
2917,плачат оние планини за мене,1955,1955
2918,под нив на падина се приѕира село,1955,1955
2919,зар некој не мавта со шамиче бело,1955,1955
2920,плачат оние планини за мене,1955,1955
2921,возот одминува сè што ќе срете,1955,1955
2922,си било онаму еднаш едно дете,1955,1955
2923,плачат оние планини за мене,1955,1955
2924,често мислата назад ме враќа,1955,1955
2925,животот другаде негде ме праќа,1955,1955
2926,плачат оние планини за мене,1955,1955
2927,старата,1955,1955
2928,цел ден над роданот неми зборови реди,1955,1955
2929,навечер со жените на порта седи,1955,1955
2930,кротко темницата дише во сокачето,1955,1955
2931,сите се прибрале настанува штама,1955,1955
2932,таа ќе поседи уште малце сама,1955,1955
2933,кротко темницата дише во сокачето,1955,1955
2934,мракот пред очи се збра и се движи,1955,1955
2935,слуша како познат чекор да се ближи,1955,1955
2936,кротко темницата дише во сокачето,1955,1955
2937,за овој час што до срце ја штрека,1955,1955
2938,секоја вечер таа чека чека,1955,1955
2939,кротко темницата дише во сокачето,1955,1955
2940,најпосле се крева дома да влезе,1955,1955
2941,добровечер чкртнува на портата резе,1955,1955
2942,кротко темницата дише во сокачето,1955,1955
2943,починка,1955,1955
2944,есенва е мирна просветлена сета,1955,1955
2945,човек сака негде далеку да шета,1955,1955
2946,убавино ти ме заморуваш веќе,1955,1955
2947,сè ќе минам кое со возбуда мами,1955,1955
2948,има такви места каде што сме сами,1955,1955
2949,убавино ти ме заморуваш веќе,1955,1955
2950,смирноста е мудра страсноста е глупа,1955,1955
2951,ќе седнам во паркот на некоја клупа,1955,1955
2952,убавино ти ме заморуваш веќе,1955,1955
2953,и долго ќе седам со цигара в рака,1955,1955
2954,вечерта што иде ќе ја чекам така,1955,1955
2955,убавино ти ме заморуваш веќе,1955,1955
2956,утро,1955,1955
2957,утрински посетители на паркот,1955,1955
2958,треба да сте чудни луѓе вие,1955,1955
2959,треба нешто да ви недостасува,1955,1955
2960,ах да го уловам извивот на пајажинана,1955,1955
2961,ах да го фатам трепетот на сонцето,1955,1955
2962,на овој лист,1955,1955
2963,ах да го предусетам,1955,1955
2964,летот на белата пеперуга,1955,1955
2965,утрински посетители на паркот,1955,1955
2966,нели исто нешто помислуваме,1955,1955
2967,даб,1955,1955
2968,се суши веќе овој древен даб,1955,1955
2969,и бршлан нему повијат му треба,1955,1955
2970,та сочна убост да му даде тој,1955,1955
2971,и сладок скокот по тврдата кора,1955,1955
2972,а дабот ќе му даде висок раст,1955,1955
2973,и дален поглед во долината,1955,1955
2974,и ќе му дари заедничка смрт,1955,1955
2975,стебло,1955,1955
2976,паднатите лисја ги викаат,1955,1955
2977,тие што уште,1955,1955
2978,уплашени од неизвесноста на падот,1955,1955
2979,трепетат на дрвото,1955,1955
2980,дојдете долу да си умреме,1955,1955
2981,побегнете од ветриштата,1955,1955
2982,во приземна тишина,1955,1955
2983,нека остане гол тој јагленосан скелет,1955,1955
2984,да крши црни раце во просторот,1955,1955
2985,трупот нека му биде корито,1955,1955
2986,за водите на дождот есенски,1955,1955
2987,а ние густо ќе го обиколиме,1955,1955
2988,да не може да го пречекори кругот,1955,1955
2989,на своите жолтозлатни спомени,1955,1955
2990,ластовици,1955,1955
2991,в зори пискаат ластовиците,1955,1955
2992,птици врз кои ноќта и денот се делат,1955,1955
2993,ние сме брзи совалки пискаат,1955,1955
2994,што ткаеме нејасна преѓа на тајната,1955,1955
2995,самракот ни е нашата стихија,1955,1955
2996,и сè што е миговен допир на граница,1955,1955
2997,водата со воздухот како ги порабуваме,1955,1955
2998,сте нè гледале,1955,1955
2999,но нема в небо никаква трага од нашата работа,1955,1955
3000,така пискаат ластовиците,1955,1955
3001,пчелар,1955,1955
3002,кога ќе помислам дека сум можел,1955,1955
3003,да станам пчелар во мојот живот,1955,1955
3004,дека пчеларството е мојата сушност,1955,1955
3005,сетувам мирис од матерка,1955,1955
3006,дочувам дален приспивен повик,1955,1955
3007,дури од моето детинство селско,1955,1955
3008,како се кротат роени пчели,1955,1955
3009,матматматице,1955,1955
3010,и живо ројот зоврен го гледам,1955,1955
3011,кога се фаќа на маслинката,1955,1955
3012,околу сиот позлатен од сонце,1955,1955
3013,надежна моја пролетна песно,1955,1955
3014,јаглен,1955,1955
3015,само да замижам,1955,1955
3016,тој веќе расте од подземноста,1955,1955
3017,безоки црни грижни старци,1955,1955
3018,се исправуваат пред мене,1955,1955
3019,нивните чела со строги брчки,1955,1955
3020,ми се внесуваат в лице,1955,1955
3021,ако ги стиснам посилно клепките,1955,1955
3022,црн тој на карпи се трупа,1955,1955
3023,веќе ме надраснал,1955,1955
3024,ме поклопува,1955,1955
3025,крцкаво ме зглобува во себе,1955,1955
3026,и јас сум веќе,1955,1955
3027,в подземен рудник,1955,1955
3028,црна грутка што си шепоти,1955,1955
3029,можам да горам,1955,1955
3030,штип,1955,1955
3031,два рида со сиви погледи,1955,1955
3032,стисната студена усмевка,1955,1955
3033,пладневна сувост на стените,1955,1955
3034,не расправајте ми за оние стари куќи долу,1955,1955
3035,што се ронат,1955,1955
3036,раскажете ми за една убава љубов,1955,1955
3037,тука што поживеала,1955,1955
3038,дете заспано крај езеро,1955,1955
3039,ти спиеш малечко,1955,1955
3040,а езерото се замислило,1955,1955
3041,езерото ја подготвува твојата судбина,1955,1955
3042,ти спиеш а тоа,1955,1955
3043,со неусетно потплиснување ти влегува в душа,1955,1955
3044,како во заливче со бели камчиња,1955,1955
3045,во кое секое камче се гледа,1955,1955
3046,ти спиеш,1955,1955
3047,но и најситното негово набирање,1955,1955
3048,како нишка води до оние гласни таласи,1955,1955
3049,што еднаш ќе се родат ќе заплачат,1955,1955
3050,и ќе те понесат,1955,1955
3051,спиј си детенце,1955,1955
3052,езерото ја создава твојата душа,1955,1955
3053,и мисли за твоите идни возбуди,1955,1955
3054,болен дојчин,1955,1955
3055,кога бев преполн сила,1955,1955
3056,што придојдува како матна речна глава,1955,1955
3057,кога се сетив вреден за мојот подвиг,1955,1955
3058,достоен за слава,1955,1955
3059,кога ми закрепна гласот за најдлабок збор,1955,1955
3060,раката за најтежок меч,1955,1955
3061,ногата за најверен ôд,1955,1955
3062,тогаш се сломив,1955,1955
3063,паднав како црешово дрво од премногу род,1955,1955
3064,една потсмешлива сенка ми ја издемна трагата,1955,1955
3065,како змија во гробно камарче се вовлече во свеста,1955,1955
3066,смеата ми ја урочи ми ја зацрни тагата,1955,1955
3067,да се обѕирам подозриво да думам да шестам,1955,1955
3068,тогаш се сетив ситен и смешен и долен,1955,1955
3069,се стопи снагата,1955,1955
3070,капнаа раце,1955,1955
3071,падна мечот,1955,1955
3072,паднав болен,1955,1955
3073,болен лежам до девет години,1955,1955
3074,што искинав до девет постели,1955,1955
3075,не ги чувствувам веќе своите зглобови,1955,1955
3076,јас сум расфрлан на тврда ледина,1955,1955
3077,на пеколен пладневен присој,1955,1955
3078,јас сум раскостен коска од коска,1955,1955
3079,низ моите коски трева проникнало,1955,1955
3080,низ таа трева змии се ведат,1955,1955
3081,јас копнеам гроб темен и студен,1955,1955
3082,нема крај без мојот подвиг суден,1955,1955
3083,непозната жено единствена на светот,1955,1955
3084,сестро и мајко моја ти што си страдала многу,1955,1955
3085,ти што си сетила мака до вбигорување,1955,1955
3086,дојди сестро златно,1955,1955
3087,збери ги моите мувлосани коски не грози се,1955,1955
3088,состави ме,1955,1955
3089,повиј ме со триста лакти платно,1955,1955
3090,речи ми тих реч,1955,1955
3091,исправи ме,1955,1955
3092,научи ме пак да одам мајко,1955,1955
3093,дај ми в рака меч,1955,1955
3094,да убијам црна арапина,1955,1955
3095,да умрам,1955,1955
3096,пепелашка,1955,1955
3097,јас бев замислен прво во мечтите на едно селско,1955,1955
3098,сираче,1955,1955
3099,гонето од маштеа потурната пепелашка,1955,1955
3100,мајко моја колку сме далеку колку сме блиску,1955,1955
3101,јас бев доен уште во рулче на нива под сенка,1955,1955
3102,на брест,1955,1955
3103,на жетва под сенка на сноп,1955,1955
3104,мајко моја колку сме далеку колку сме блиску,1955,1955
3105,те носам како ти што си ме носела тешка,1955,1955
3106,и уште една ронка од нашиот селски воздух в гради,1955,1955
3107,држам,1955,1955
3108,да ме боли,1955,1955
3109,мајко моја колку сме далеку колку сме блиску,1955,1955
3110,љубов,1955,1955
3111,тие ми шибнаа суво копје в срце,1955,1955
3112,многу раце стискаа поздраво да го зацврстат,1955,1955
3113,после рекоа,1955,1955
3114,чекај да раззеленее,1955,1955
3115,волк,1955,1955
3116,пците неспокојно застригоа со ушите,1955,1955
3117,и заквичеа,1955,1955
3118,ртките задраскаа со нокти,1955,1955
3119,по мразот осветлен од месечината,1955,1955
3120,негде наблизу подмолно гази,1955,1955
3121,сенката на волкот на љубовта,1955,1955
3122,некој свика,1955,1955
3123,ујдадада по него држете го бре,1955,1955
3124,зазбиван од гонењето тој запре,1955,1955
3125,да земе здив,1955,1955
3126,оддалеку се слуша неговото завивање,1955,1955
3127,ау ауу аууу,1955,1955
3128,тоа значи пак ќе наминам,1955,1955
3129,тоа е еден опис на обична ноќ,1955,1955
3130,во смрзнатата шума на моето срце,1955,1955
3131,вљубени девојки,1955,1955
3132,тие имаат лице нежно осенчено,1955,1955
3133,како да паѓа на него сенка од проѕирни лисје,1955,1955
3134,и лицето неусетно се издолжува,1955,1955
3135,тие имаат очи зголемени замислени и влажни,1955,1955
3136,како да се плашат од секоја странична изненада,1955,1955
3137,тие го наклонуваат така леко челото,1955,1955
3138,да го допрат до усните на саканиот,1955,1955
3139,што им се чинат тогаш како крилца од пеперуга,1955,1955
3140,застаната на тревка за миг пред да одлета,1955,1955
3141,а тревката се наклонува,1955,1955
3142,тие ги стрелкаат тогаш в преграб рацете,1955,1955
3143,очајнички смело слепо и неминовно,1955,1955
3144,како весла во разнишано море,1955,1955
3145,пред кое неволно замижуваме,1955,1955
3146,боже дали вистина некогаш сум го доживеал тоа,1955,1955
3147,убавите жени,1955,1955
3148,убавите жени во мојот народ,1955,1955
3149,тие брзо прецутувале,1955,1955
3150,како цут од кајсија,1955,1955
3151,како мајски јоргован,1955,1955
3152,о неправда,1955,1955
3153,тие им припаѓале на неизбрани мажи,1955,1955
3154,нивните коси дење сплетени во прцлиња,1955,1955
3155,ноќе распуштени по градите и колковите,1955,1955
3156,нивниот постап на препелица,1955,1955
3157,набрзо го сопинала унечка,1955,1955
3158,нивната младост поминувала,1955,1955
3159,како мирис на липа што го одвева ветрот,1955,1955
3160,набрзо тие седнувале на порта,1955,1955
3161,со наведната глава и издадени коленици,1955,1955
3162,со нечујна издишка,1955,1955
3163,убавите жени несреќните жени,1955,1955
3164,тие брзо прецутувале,1955,1955
3165,како цут од кајсија,1955,1955
3166,како мајски јоргован,1955,1955
3167,реки,1955,1955
3168,ги пуштив реките да течат,1955,1955
3169,дека се матни дека мислат гласно,1955,1955
3170,и може негде некому да речат,1955,1955
