,sentence,year_from,year_to,song_name,zbirka_name,podzbirka_name
2538,утро пролетно,1953,1953,1,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2539,дворот наш,1953,1953,1,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2540,двете гугучки кајсијата,1953,1953,1,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2542,ништо,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2544,мило смееш сребро,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2545,смееш изворче,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2546,тече смеа браздичка бистра,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2547,зелени тревки,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2548,пее смешна,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2549,скокотлива игра,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2550,прстињата,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2551,ножињата,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2552,малото прсте просенце,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2553,бобенце,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2554,грозјенце,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2555,лешниче,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2556,јагодче,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2557,врапче чапне,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2558,шатче лапне,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2559,криеш лукавото палче,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2560,полно скокот полно итрини,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2561,оно знае каква радост,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2562,скинато чорапче ѕирне,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2563,глувче,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2564,начекам,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2565,смееш ѕунливо ко сребро,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2566,смееш изворче,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2567,очи очи моето дете,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2568,вас зборам радувам,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2569,себе нажалувам,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2570,игро проста животинско,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2571,она спокојство лавот,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2572,шарат решетки сенки,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2573,има широк усмев,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2574,мудро смирен поглед,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2575,својте дечиња гледа,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2576,опашот играат,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2577,сине мило,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2578,славиш твојот голем татко,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2580,некаков израз,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2581,лицето сенка мине,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2582,трепет мислам мој,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2583,плашам,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2584,некој миг,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2585,некогаш,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2586,исти начин,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2587,преживееш,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2588,портата срцево,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2589,некој запира,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2590,чука,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2591,праша,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2592,може ли лебна трошка,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2593,некого засити,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2594,може ли ломна стреа,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2595,некого заштити,1953,1953,2,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2597,сине мило,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2598,твојот татко глуви битки бие,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2599,негов верен војник,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2601,следиш неговата сила,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2602,ако паднам дневниот подвиг,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2603,своето снаже,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2604,сине исправиш,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2605,зашто дете звучи гордо,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2606,мрачно мачно светов,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2607,имам насмевка татко,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2608,неа понемирен грч,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2609,имаш верба ужасна,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2610,сине дојди гушнеме,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2611,лути стискам,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2612,играта секој влага,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2613,гушне смеење тага,1953,1953,3,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
2615,песните,1955,1955,ПЕСНИТЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2616,неук мислев,1955,1955,ПЕСНИТЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2617,pа tие tака,1955,1955,ПЕСНИТЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2618,случајно јавувааt,1955,1955,ПЕСНИТЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2619,сеgа назад pоgледувам,1955,1955,ПЕСНИТЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2620,gледам,1955,1955,ПЕСНИТЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2621,pа tие обврзувааt,1955,1955,ПЕСНИТЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2623,везилке кажи роди,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2624,проста строга македонска,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2625,ова себе води,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2626,разговор ноќен тревога бесна,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2627,два конца парај срцето драги,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2628,едниот црн другиот црвен,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2629,едниот буди морничави таги,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2630,другиот копнеж светол стрвен,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2631,па вези еднолична низа,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2632,копнеж мака,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2633,ко везам ленена риза,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2634,ракав бела невестинска,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2635,судбинско плело века,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2636,двете нишки два созвучни збора,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2637,едната буди темница штрека,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2638,другата буди вкрвавена зора,1955,1955,1,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2640,везилке крени наведена лика,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2641,погледај небо претпладне златно,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2642,шари таму чудесно блика,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2643,твојата везба синото платно,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2644,вечерен запад,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2645,морно око трепетна срна,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2646,две бои таму горат капат,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2647,две шарки твои црвена црна,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2648,зар плашиш јаркоста нивна,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2649,најмил спомен згасат,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2650,губиш строга дивна,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2651,дните минат прокоби гласат,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2652,најмил спомен блесна,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2653,гаси ко цвеќе боја,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2654,ловиш звук чудна,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2655,кажа судбината своја,1955,1955,2,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2656,нож,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2657,ова сегде острат нож,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2658,ножот забоден внатре,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2659,стига засмеам,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2660,сетам веднаш длабоко,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2661,пронижал танки жилки,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2662,остра болка гради ртил,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2663,реско усетувам,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2664,избран сета невола тага,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2665,сета ропска потиштеност грда,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2666,народ истрадам,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2667,молчаливо тврдо носам,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2668,бележан некој пален знак,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2669,сетам цената,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2670,секој подвиг напред води,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2671,дволичноста сека победа,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2672,браќа знајте подлост,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2673,жабурлива страдам газам,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2674,тајна чува мрачен молк,1955,1955,1. НОЖ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2675,патник,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2676,суров нервчик еве гаснам,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2677,божем газам мраморна плоча,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2678,црнице збогум подгрбена мајко,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2679,надживе својот скрбен син,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2680,вие збогум петрински лозја,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2681,претчувство ново трпко вино,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2682,вие штири кибарни куќи,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2683,кои млачно мусандрите дишат,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2684,баздриѓани туѓ меѓу вас бил,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2685,живеел хмурна меланхолија,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2686,ве тревожев ко патник полноќ,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2687,застанува портите клука,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2688,гоневте рамнодушни злобни,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2689,гробјето ваши,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2690,гонат суров гроб,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2691,вземи туѓ притеснет бидам,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2692,дур дојде едно ново племе,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2693,сака прослаува,1955,1955,2. ПАТНИК,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2694,снег,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2695,завева белиот снег,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2696,неколку привични пата,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2697,долу мојата врата,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2698,гинат белокрили јата,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2699,тихо спокој мек,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2700,белиот небесен снег,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2701,реди еднолична сказна,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2702,душава празна,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2703,сама осуда мразна,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2704,кажува белиот снег,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2705,шепоти сам сам,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2706,спремам назад,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2707,нозеве газат,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2708,патишта мразат,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2709,денот знам,1955,1955,СНЕГ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2710,ѕвезди,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2711,думам вие еднаш зборевте,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2712,думам било,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2713,залудно присетувам,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2714,сивило свило споменот скрило,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2715,думам полноќ раец,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2716,чкртаа патот кираџиски коли,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2717,штуркаа ѕвезди еднолично штурци,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2718,глас моли тивнати боли,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2719,ѕвездено небо мислев мој,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2720,зборот тајна ѕуни,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2721,залудно присетувам,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2722,буни звук глуви струни,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2723,паметам тиквешкиот говор,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2724,колари пеши крај чкрипливи коли,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2725,она тивко штуркање раец,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2726,глас моли далечни боли,1955,1955,ЅВЕЗДИ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2727,ружа,1955,1955,РУЖА,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2728,ружо лисје меки усни,1955,1955,РУЖА,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2729,цутена полјанка следам,1955,1955,РУЖА,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2730,следам скришно девојченце мое,1955,1955,РУЖА,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2731,гледам гледам,1955,1955,РУЖА,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2732,ружо сакам оној румен звук,1955,1955,РУЖА,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2733,таи слушнам,1955,1955,РУЖА,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2734,ружо сакам дојдам вечер,1955,1955,РУЖА,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2735,дојдам вечер скришем гушнам,1955,1955,РУЖА,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2736,заспивање,1955,1955,ЗАСПИВАЊЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2737,твоето чудно заспивање,1955,1955,ЗАСПИВАЊЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2738,телото гори,1955,1955,ЗАСПИВАЊЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2739,твоето радосно заспивање,1955,1955,ЗАСПИВАЊЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2740,кори кори,1955,1955,ЗАСПИВАЊЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2741,прости твоите ноќни сништа,1955,1955,ЗАСПИВАЊЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2742,љубов девојчински цела,1955,1955,ЗАСПИВАЊЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2743,кинеш секоја вечер,1955,1955,ЗАСПИВАЊЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2744,гранка јаболка зрела,1955,1955,ЗАСПИВАЊЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2745,сошто вратам,1955,1955,ЗАСПИВАЊЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2746,стега свирепа жедност,1955,1955,ЗАСПИВАЊЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2747,некаков копнеж тихо прикажување,1955,1955,ЗАСПИВАЊЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2748,мрзне устремена ледност,1955,1955,ЗАСПИВАЊЕ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2749,виј,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2750,свеста полноќна црква,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2751,заклучив свеќи ко бледат,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2752,гасење бледиш,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2753,сите светци похотно следат,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2754,тука заточница која,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2755,мошни заклинања правам,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2756,еве настапува часот,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2757,сешто гласи јавам,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2758,идам оној грозен виј,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2759,сиви очи сиот земја жедна,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2760,страшен нежност носам,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2761,тврди грутки затоа бледна,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2762,ближам нежен виј,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2763,таинствена повлекла црта,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2764,штом стапам пределот остро,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2765,руши понор карпи чкрта,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2766,сиот жеден песок ронам,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2767,пропаст гасам,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2768,виј свеста домамив мошно,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2769,жеден немам сила стасам,1955,1955,ВИЈ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2770,галеб,1955,1955,ГАЛЕБ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2771,далечно млада,1955,1955,ГАЛЕБ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2772,досудена мака,1955,1955,ГАЛЕБ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2773,која себе глуво страда,1955,1955,ГАЛЕБ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2774,страдаш некогаш,1955,1955,ГАЛЕБ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2775,ако душите демнат,1955,1955,ГАЛЕБ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2776,сретнат,1955,1955,ГАЛЕБ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2777,станат две вити крила,1955,1955,ГАЛЕБ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2778,галеб море пролетно летнат,1955,1955,ГАЛЕБ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2779,нежност,1955,1955,НЕЖНОСТ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2780,идеш сон,1955,1955,НЕЖНОСТ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2781,денот предел темномрежен,1955,1955,НЕЖНОСТ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2782,можеш кажеш,1955,1955,НЕЖНОСТ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2783,тих нежен,1955,1955,НЕЖНОСТ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2784,иако сонот дал право,1955,1955,НЕЖНОСТ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2785,сложам сенка секо чело,1955,1955,НЕЖНОСТ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2786,искрено кажи дали,1955,1955,НЕЖНОСТ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
2787,навредил еднаш какво дело,1955,1955,НЕЖНОСТ,ВЕЗИЛКА (1955),ВЕЗИЛКА (1955)
