,sentence,year_from,year_to,song_name,zbirka_name,podzbirka_name
1720,има кременарка,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1721,ластегарка,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1722,сор кос,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1723,удри бејското племе,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1724,темник нека земе,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1725,виор пустелија нека расее,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1726,пчошки семе,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1727,каде поганци кулите,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1728,сосе пискулите,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1729,булите,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1730,куртулите,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1731,крвав ви иде еремија,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1732,десница сабја трешница,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1733,лев гламна горешница,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1734,страшен рака,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1735,плаќа мака,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1736,зора зазори,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1737,сите пат,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1738,идат лути сватје,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1739,чекај кумановски гради,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1740,тропнат твојте вратје,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1741,отворај визба амбар,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1742,токми дар,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1743,карпош води свадбар,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1744,буно карпошова,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1745,селанска веселба,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1746,црвено вина,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1747,црвен крв,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1748,пат лее,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1749,јуначка пее,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1750,крал крал земе,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1751,цара цар земе,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1752,земја ослободи,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1753,идат,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1754,крај пат,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1755,сув брест качен,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1756,зијабег висок,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1757,рамо гаргач држи,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1758,место сокол,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1759,зијо,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1760,змијо,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1761,капина префрлена,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1762,еве бел,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1763,чини,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1764,душа кине,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1765,еве беделите,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1766,кулуците неделите,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1767,идат,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1768,барјак крвавее,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1769,пушка ѕунат,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1770,народе стануј,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1771,збирај војско,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1772,буна крева,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1773,буна,1953,1953,Во 1689 gодина gо разбунtува Карpош pроtив беgовиtе Кумановскиоt крај.,ПЕСНИ (1953),БУНАТА КАРПОШОВА
1774,спомен,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1775,останаа ум бел магла,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1776,пуста есен наш полиња,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1777,бега воз наврнат жален рика,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1778,бега село есенски,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1779,рид гол тонеа далечина,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1780,расплакана кален приквечерина,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1781,чад влегува гради,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1782,мисли земја татковина,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1783,тага склучка гради,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1784,бидам тажен штом гледа,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1785,нашево нашено мина,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1786,бакалски носеј пробесени,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1787,бечви процовцани унечки измацани,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1788,селански очи тресливи,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1789,раце испукан умој исчукан,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1790,вратој наструпени,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1791,глава ничкум наведен,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1793,деца пргав,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1794,свет бор ветени,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1795,потурнати поплукани,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1796,раскрсница крвави,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1797,умира ужасени,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1798,небо пустелинско,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1799,темнина штрекнати,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1800,метеори угасени,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1802,бега воз наврнат,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1803,рика темница,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1804,рика мак,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1805,роден згазено племе,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1806,љубов враќа,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1807,земја песочлива,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1808,длабоко остана спомен,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1809,бели магла наш полиња,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1810,налани наш калдрма,1953,1953,СПОМЕН,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1811,дијалог полноќ,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1812,човекоt размисли pосtела,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1813,измеша веков,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1814,коса крене,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1815,н остана,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1816,берокуќник,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1817,прокопсаник,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1818,луѓе чесен домаќин,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1819,збиркал вели еднодруго,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1820,пустел штурил,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1821,бочва винце турил,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1822,сиренце каченце,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1823,амбарче брашенце,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1824,чингел пастрмца,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1825,робувал пригодувал,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1826,берокуќник,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1827,прокопсаник,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1828,домаќин човек,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1829,крмнак заклал,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1830,колбаси наклал,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1831,сполај бога,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1832,гревота жалам,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1833,арен пушти прасето,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1834,стопив три канта сала,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1835,компир грав,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1836,реков рече,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1837,немачка далеку била,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1838,нема страв,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1839,цел година,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1840,има крка дечиња,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1841,откај комшиите богме сосе черга,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1842,минат глувчињата,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1843,слобода чека,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1844,слобода дојде,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1845,напи винце,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1846,милееш,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1847,може испееш,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1848,сака имаме,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1849,арен погоден,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1850,пци,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1851,бунт крева,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1852,очите вади,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1853,заради,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1854,цел народ страда,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1855,смеша веков,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1856,коса крене,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1857,збиркал пустел стекол,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1858,страв водвор може,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1859,асолно исекнеш,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1860,нити мерак најаден напиен,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1861,нити човечки наспиен,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1862,ноќе било ова,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1863,саноќ пука,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1864,кутрата стуткала жената,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1865,срцево тапан чука,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1866,знае богдачува бидува,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1867,никој праша прав крив,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1868,туку рикнала порт меч,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1869,денес ундисуваш,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1870,утре жив,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1871,надвор бура разбере tемницаtа,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1872,налудничава вие веtроt можеби кажува уtеха,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1873,јачи околу темница,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1874,можеби таму дрвја корнат,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1875,ветрот дожд темница,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1876,ноќта очаен издиши,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1877,остаена смртно ранета,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1878,бој,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1879,висок ѕид,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1880,порта жапка заклучена,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1881,кревет,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1882,два покрова,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1883,затинај ушите,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1884,ние друг плачеме,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1885,смрт знае,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1886,ѕвезда роден чело,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1887,домат,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1888,ковчег ноев,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1889,крвав пења врие надвор,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1890,докрепи јак,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1891,инаку другиден,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1892,намножи,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1893,јачи околу темница,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1894,можеби таму дрвја корнат,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1895,ветрот дожд темница,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1896,ноќта очаен издиши,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1897,остаена смртно ранета,1953,1953,ДИЈАЛОГ НА ПОЛНОЌ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1898,две другачки,1953,1953,ДВЕ ДРУГАЧКИ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1899,заtвор свиждане gодина,1953,1953,ДВЕ ДРУГАЧКИ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
1900,заtворницаtа,1953,1953,ДВЕ ДРУГАЧКИ,ПЕСНИ (1953),МОНОЛОЗИ И ДИЈАЛОЗИ
